,codigo_autor,codigo_coautor,num_publicaciones
6565,0000-0002-9898-2318,0000-0002-3862-7023,1
6566,0000-0001-8242-9262,0000-0002-9022-5179,9
6567,0000-0002-9022-5179,0000-0001-8242-9262,9
6568,0000-0001-9331-3169,0000-0003-2271-8921,2
6569,0000-0003-2271-8921,0000-0001-9331-3169,2
6570,0000-0001-6000-9259,0000-0001-6592-5299,14
6571,0000-0001-6592-5299,0000-0001-6000-9259,14
6572,0000-0002-5172-0636,0000-0001-6506-1398,1
6573,0000-0001-6506-1398,0000-0002-5172-0636,1
6574,0000-0001-7828-2296,0000-0002-8422-8664,1
6575,0000-0002-8422-8664,0000-0001-7828-2296,1
6576,0000-0002-4021-5853,0000-0003-4972-9233,1
6577,0000-0003-4972-9233,0000-0002-4021-5853,1
6578,0000-0003-3440-8154,0000-0002-8103-4995,1
6579,0000-0002-8103-4995,0000-0003-3440-8154,1
6580,0000-0002-5467-1710,0000-0002-0828-8630,9
6581,0000-0002-0828-8630,0000-0002-5467-1710,9
6582,0000-0001-6726-1254,0000-0003-3894-9898,1
6583,0000-0003-3894-9898,0000-0001-6726-1254,1
6584,0000-0001-7061-6634,0000-0003-4784-748X,16
6585,0000-0003-4784-748X,0000-0001-7061-6634,16
6586,0000-0001-5057-5660,0000-0001-9157-8761,6
6587,0000-0001-9157-8761,0000-0001-5057-5660,6
6588,0000-0001-7564-4079,0000-0002-0957-4380,1
6589,0000-0002-0957-4380,0000-0001-7564-4079,1
6590,0000-0001-8770-1042,0000-0002-0002-1544,7
6591,0000-0002-0002-1544,0000-0001-8770-1042,7
6592,0000-0001-8417-3061,0000-0002-3896-5882,1
6593,0000-0002-3896-5882,0000-0001-8417-3061,1
6594,0000-0002-4164-3040,0000-0003-0290-3898,1
6595,0000-0003-0290-3898,0000-0002-4164-3040,1
6596,0000-0002-9706-9316,0000-0003-0648-3093,3
6597,0000-0003-0648-3093,0000-0002-9706-9316,3
6598,0000-0002-2501-3348,0000-0003-3549-4365,21
6599,0000-0002-2501-3348,0000-0002-3261-9356,2
6600,0000-0002-2501-3348,0000-0002-9755-7846,21
6601,0000-0002-2501-3348,0000-0003-2140-0567,23
6602,0000-0003-3549-4365,0000-0002-2501-3348,21
6603,0000-0003-3549-4365,0000-0002-3261-9356,7
6604,0000-0003-3549-4365,0000-0002-9755-7846,19
6605,0000-0003-3549-4365,0000-0003-2140-0567,20
6606,0000-0002-3261-9356,0000-0002-2501-3348,2
6607,0000-0002-3261-9356,0000-0003-3549-4365,7
6608,0000-0002-3261-9356,0000-0002-9755-7846,2
6609,0000-0002-3261-9356,0000-0003-2140-0567,2
6610,0000-0002-9755-7846,0000-0002-2501-3348,21
6611,0000-0002-9755-7846,0000-0003-3549-4365,19
6612,0000-0002-9755-7846,0000-0002-3261-9356,2
6613,0000-0002-9755-7846,0000-0003-2140-0567,21
6614,0000-0003-2140-0567,0000-0002-2501-3348,23
6615,0000-0003-2140-0567,0000-0003-3549-4365,20
6616,0000-0003-2140-0567,0000-0002-3261-9356,2
6617,0000-0003-2140-0567,0000-0002-9755-7846,21
6618,0000-0002-1453-3196,0000-0001-9311-7379,2
6619,0000-0001-9311-7379,0000-0002-1453-3196,2
6620,0000-0001-8494-732X,0000-0001-5607-4517,1
6621,0000-0001-5607-4517,0000-0001-8494-732X,1
6622,0000-0001-5607-4517,0000-0003-1337-7897,1
6623,0000-0003-1337-7897,0000-0001-5607-4517,1
6624,0000-0002-2387-9973,0000-0002-1975-1141,1
6625,0000-0002-2387-9973,0000-0003-4323-1602,4
6626,0000-0002-1975-1141,0000-0002-2387-9973,1
6627,0000-0002-1975-1141,0000-0003-4323-1602,1
6628,0000-0003-4323-1602,0000-0002-2387-9973,4
6629,0000-0003-4323-1602,0000-0002-1975-1141,1
6630,0000-0002-5978-0545,0000-0003-4528-4660,10
6631,0000-0003-4528-4660,0000-0002-5978-0545,10
6632,0000-0002-1383-5248,0000-0002-7050-6723,1
6633,0000-0002-7050-6723,0000-0002-1383-5248,1
6634,0000-0002-1304-3734,0000-0003-0362-820X,4
6635,0000-0003-0362-820X,0000-0002-1304-3734,4
6636,0000-0002-9642-8380,0000-0002-4367-3884,3
6637,0000-0002-4367-3884,0000-0002-9642-8380,3
6638,0000-0002-7671-0506,0000-0002-3405-765X,1
6639,0000-0002-3405-765X,0000-0002-7671-0506,1
6640,0000-0002-9598-2339,0000-0002-8755-1889,3
6641,0000-0002-8755-1889,0000-0002-9598-2339,3
6642,0000-0001-8014-3279,0000-0001-9050-4170,5
6643,0000-0001-9050-4170,0000-0001-8014-3279,5
6644,0000-0003-3646-7828,0000-0002-7097-4586,1
6645,0000-0002-7097-4586,0000-0003-3646-7828,1
6646,0000-0002-3735-3198,0000-0002-7816-0042,3
6647,0000-0002-7816-0042,0000-0002-3735-3198,3
6648,0000-0003-3234-5639,0000-0001-6043-0166,6
6649,0000-0001-6043-0166,0000-0003-3234-5639,6
6650,0000-0003-2594-1651,0000-0003-3464-0068,1
6651,0000-0003-3464-0068,0000-0003-2594-1651,1
6652,0000-0002-2885-5292,0000-0001-5133-9731,11
6653,0000-0001-5133-9731,0000-0002-2885-5292,11
6654,0000-0003-2700-7459,0000-0001-5914-6862,2
6655,0000-0001-5914-6862,0000-0003-2700-7459,2
6656,0000-0001-9602-1516,0000-0001-5934-0198,4
6657,0000-0001-5934-0198,0000-0001-9602-1516,4
6658,0000-0002-9822-1586,0000-0002-9543-9440,1
6659,0000-0002-9543-9440,0000-0002-9822-1586,1
6660,0000-0002-3243-110X,0000-0001-5155-3383,1
6661,0000-0001-5155-3383,0000-0002-3243-110X,1
6662,0000-0002-5756-1517,0000-0002-9146-7284,7
6663,0000-0002-9146-7284,0000-0002-5756-1517,7
6664,0000-0002-8430-3214,0000-0002-0522-8974,1
6665,0000-0002-0522-8974,0000-0002-8430-3214,1
6666,0000-0003-2226-0404,0000-0002-7554-8324,3
6667,0000-0003-2226-0404,0000-0002-3130-9807,5
6668,0000-0003-2226-0404,0000-0003-2748-4722,1
6669,0000-0002-9318-9732,0000-0002-7554-8324,5
6670,0000-0002-9318-9732,0000-0002-3130-9807,10
6671,0000-0002-9318-9732,0000-0003-2748-4722,3
6672,0000-0002-7554-8324,0000-0003-2226-0404,3
6673,0000-0002-7554-8324,0000-0002-9318-9732,5
6674,0000-0002-7554-8324,0000-0003-0586-2278,5
6675,0000-0002-7554-8324,0000-0002-3130-9807,14
6676,0000-0003-0586-2278,0000-0002-7554-8324,5
6677,0000-0003-0586-2278,0000-0003-2748-4722,3
6678,0000-0002-3130-9807,0000-0003-2226-0404,5
6679,0000-0002-3130-9807,0000-0002-9318-9732,10
6680,0000-0002-3130-9807,0000-0002-7554-8324,14
6681,0000-0002-3130-9807,0000-0003-2748-4722,14
6682,0000-0003-2748-4722,0000-0003-2226-0404,1
6683,0000-0003-2748-4722,0000-0002-9318-9732,3
6684,0000-0003-2748-4722,0000-0003-0586-2278,3
6685,0000-0003-2748-4722,0000-0002-3130-9807,14
6686,0000-0002-9781-6107,0000-0002-2916-9649,3
6687,0000-0002-2916-9649,0000-0002-9781-6107,3
6688,0000-0003-0234-9209,0000-0002-6083-1311,4
6689,0000-0002-6083-1311,0000-0003-0234-9209,4
6690,0000-0003-3538-0050,0000-0003-3670-9305,2
6691,0000-0003-3670-9305,0000-0003-3538-0050,2
6692,0000-0002-7086-4096,0000-0002-8443-9365,1
6693,0000-0002-8443-9365,0000-0002-7086-4096,1
6694,0000-0003-2193-178X,0000-0001-8427-2035,1
6695,0000-0003-2193-178X,0000-0003-2048-4391,1
6696,0000-0001-8427-2035,0000-0003-2193-178X,1
6697,0000-0003-2048-4391,0000-0003-2193-178X,1
6698,0000-0002-6880-4895,0000-0001-6302-5705,11
6699,0000-0001-6302-5705,0000-0002-6880-4895,11
6700,0000-0002-5393-7142,0000-0003-3800-4173,7
6701,0000-0003-3800-4173,0000-0002-5393-7142,7
6702,0000-0003-0937-0334,0000-0001-5158-8594,3
6703,0000-0001-5158-8594,0000-0003-0937-0334,3
6704,0000-0002-6018-4724,0000-0002-6317-6666,1
6705,0000-0002-6317-6666,0000-0002-6018-4724,1
6706,0000-0001-9659-8294,0000-0003-2998-8481,8
6707,0000-0003-2998-8481,0000-0001-9659-8294,8
6708,0000-0002-7948-5949,0000-0001-9629-7109,1
6709,0000-0002-7948-5949,0000-0001-9427-8406,4
6710,0000-0001-9629-7109,0000-0002-7948-5949,1
6711,0000-0001-9629-7109,0000-0001-9427-8406,4
6712,0000-0001-9427-8406,0000-0002-7948-5949,4
6713,0000-0001-9427-8406,0000-0001-9629-7109,4
6714,0000-0002-9521-4102,0000-0001-5017-5421,2
6715,0000-0001-5017-5421,0000-0002-9521-4102,2
6716,0000-0003-4192-355X,0000-0002-7027-8396,22
6717,0000-0002-7027-8396,0000-0003-4192-355X,22
6718,0000-0001-9998-0464,0000-0003-3392-1650,1
6719,0000-0003-3392-1650,0000-0001-9998-0464,1
6720,0000-0003-2796-7468,0000-0002-8028-1150,3
6721,0000-0003-2796-7468,0000-0001-8916-5570,1
6722,0000-0002-8028-1150,0000-0003-2796-7468,3
6723,0000-0002-8028-1150,0000-0001-8916-5570,1
6724,0000-0001-8916-5570,0000-0003-2796-7468,1
6725,0000-0001-8916-5570,0000-0002-8028-1150,1
6726,0000-0002-9255-9033,0000-0001-8305-5346,1
6727,0000-0001-8305-5346,0000-0002-9255-9033,1
6728,0000-0003-0368-9539,0000-0003-3497-9977,2
6729,0000-0003-3497-9977,0000-0003-0368-9539,2
6730,0000-0001-8538-7993,0000-0002-9991-9505,1
6731,0000-0002-9991-9505,0000-0001-8538-7993,1
6732,0000-0002-6178-3868,0000-0002-9657-9904,4
6733,0000-0002-9657-9904,0000-0002-6178-3868,4
6734,0000-0002-3716-2455,0000-0003-3031-5823,6
6735,0000-0003-3031-5823,0000-0002-3716-2455,6
6736,0000-0003-0216-9881,0000-0002-8640-4318,1
6737,0000-0002-8640-4318,0000-0003-0216-9881,1
6738,0000-0001-5500-4453,0000-0003-4909-686X,3
6739,0000-0003-4909-686X,0000-0001-5500-4453,3
6740,0000-0003-4909-686X,0000-0003-4013-6781,4
6741,0000-0003-4013-6781,0000-0003-4909-686X,4
6742,0000-0003-3890-3152,0000-0002-5691-4659,35
6743,0000-0002-5691-4659,0000-0003-3890-3152,35
6744,0000-0001-5879-3048,0000-0002-9073-6024,1
6745,0000-0002-9073-6024,0000-0001-5879-3048,1
6746,0000-0002-2521-2611,0000-0001-7316-0003,2
6747,0000-0001-7316-0003,0000-0002-2521-2611,2
6748,0000-0003-1924-3961,0000-0002-8277-4434,5
6749,0000-0002-8277-4434,0000-0003-1924-3961,5
6750,0000-0002-6551-1827,0000-0002-0049-1079,1
6751,0000-0002-0049-1079,0000-0002-6551-1827,1
6752,0000-0002-3786-6209,0000-0002-7069-5958,1
6753,0000-0002-7069-5958,0000-0002-3786-6209,1
6754,0000-0003-0947-925X,0000-0003-1237-1813,2
6755,0000-0003-1237-1813,0000-0003-0947-925X,2
6756,0000-0002-2659-5140,0000-0002-8759-3931,6
6757,0000-0002-8759-3931,0000-0002-2659-5140,6
6758,0000-0003-1455-1738,0000-0001-7576-5380,1
6759,0000-0001-7576-5380,0000-0003-1455-1738,1
6760,0000-0001-9158-853X,0000-0003-3314-8223,2
6761,0000-0002-0258-3188,0000-0003-3314-8223,4
6762,0000-0003-3314-8223,0000-0001-9158-853X,2
6763,0000-0003-3314-8223,0000-0002-0258-3188,4
6764,0000-0001-9817-6319,0000-0001-8200-4942,4
6765,0000-0001-8200-4942,0000-0001-9817-6319,4
6766,0000-0002-4732-7508,0000-0002-7946-0602,4
6767,0000-0002-6706-9454,0000-0002-7946-0602,4
6768,0000-0002-1181-1955,0000-0002-7946-0602,4
6769,0000-0002-7946-0602,0000-0002-4732-7508,4
6770,0000-0002-7946-0602,0000-0002-6706-9454,4
6771,0000-0002-7946-0602,0000-0002-1181-1955,4
6772,0000-0002-8821-0971,0000-0003-1729-5071,4
6773,0000-0003-1729-5071,0000-0002-8821-0971,4
6774,0000-0003-0040-4753,0000-0002-5551-1401,1
6775,0000-0002-5551-1401,0000-0003-0040-4753,1
6776,0000-0002-3830-5147,0000-0002-0926-8500,11
6777,0000-0002-0926-8500,0000-0002-3830-5147,11
6778,0000-0003-4093-6295,0000-0002-0745-2259,4
6779,0000-0003-4093-6295,0000-0003-0300-9636,4
6780,0000-0002-0745-2259,0000-0003-4093-6295,4
6781,0000-0002-0745-2259,0000-0003-0300-9636,7
6782,0000-0003-0300-9636,0000-0003-4093-6295,4
6783,0000-0003-0300-9636,0000-0002-0745-2259,7
6784,0000-0002-8810-5047,0000-0003-4364-516X,4
6785,0000-0003-4364-516X,0000-0002-8810-5047,4
6786,0000-0002-3901-347X,0000-0001-8451-9421,1
6787,0000-0001-8451-9421,0000-0002-3901-347X,1
6788,0000-0002-9569-0416,0000-0001-8052-0679,1
6789,0000-0002-9569-0416,0000-0003-1723-3671,1
6790,0000-0001-8052-0679,0000-0002-9569-0416,1
6791,0000-0001-8052-0679,0000-0003-1723-3671,1
6792,0000-0003-1723-3671,0000-0002-9569-0416,1
6793,0000-0003-1723-3671,0000-0001-8052-0679,1
6794,0000-0001-9848-6579,0000-0002-8732-7131,4
6795,0000-0002-8732-7131,0000-0001-9848-6579,4
6796,0000-0002-8732-7131,0000-0002-3971-7872,3
6797,0000-0002-8732-7131,0000-0002-2323-530X,4
6798,0000-0002-3971-7872,0000-0002-8732-7131,3
6799,0000-0002-2323-530X,0000-0002-8732-7131,4
6800,0000-0002-5172-0636,0000-0002-9306-573X,11
6801,0000-0002-9306-573X,0000-0002-5172-0636,11
6802,0000-0003-3234-4038,0000-0002-9843-1559,1
6803,0000-0002-9843-1559,0000-0003-3234-4038,1
6804,0000-0002-6304-1710,0000-0003-3934-0072,2
6805,0000-0003-3934-0072,0000-0002-6304-1710,2
6806,0000-0002-4226-9310,0000-0002-8442-6724,8
6807,0000-0002-8442-6724,0000-0002-4226-9310,8
6808,0000-0002-9607-819X,0000-0003-0029-7943,3
6809,0000-0003-0029-7943,0000-0002-9607-819X,3
6810,0000-0003-4864-3956,0000-0003-2603-2660,5
6811,0000-0003-2603-2660,0000-0003-4864-3956,5
6812,0000-0001-9311-7379,0000-0002-0178-8712,1
6813,0000-0002-0178-8712,0000-0001-9311-7379,1
6814,0000-0003-0656-7035,0000-0002-0541-6094,8
6815,0000-0002-0541-6094,0000-0003-0656-7035,8
6816,0000-0003-0352-5585,0000-0003-4353-2026,4
6817,0000-0003-4353-2026,0000-0003-0352-5585,4
6818,0000-0002-6246-5968,0000-0003-0481-6878,5
6819,0000-0003-0481-6878,0000-0002-6246-5968,5
6820,0000-0003-2239-0778,0000-0002-3645-3189,1
6821,0000-0002-3645-3189,0000-0003-2239-0778,1
6822,0000-0002-1224-4809,0000-0002-9253-5170,3
6823,0000-0002-9253-5170,0000-0002-1224-4809,3
6824,0000-0001-8440-0658,0000-0001-5073-1707,1
6825,0000-0001-5073-1707,0000-0001-8440-0658,1
6826,0000-0001-9846-6754,0000-0003-0948-821X,3
6827,0000-0003-0948-821X,0000-0001-9846-6754,3
6828,0000-0003-1777-227X,0000-0002-9845-9885,1
6829,0000-0002-9845-9885,0000-0003-1777-227X,1
6830,0000-0002-8676-7709,0000-0001-9681-8330,12
6831,0000-0001-9681-8330,0000-0002-8676-7709,12
6832,0000-0002-3639-1539,0000-0002-0972-9178,6
6833,0000-0002-0972-9178,0000-0002-3639-1539,6
6834,0000-0001-6302-901X,0000-0003-3879-9068,4
6835,0000-0003-3879-9068,0000-0001-6302-901X,4
6836,0000-0001-5727-2099,0000-0002-4298-3995,5
6837,0000-0002-4298-3995,0000-0001-5727-2099,5
6838,0000-0002-2461-8214,0000-0001-9412-1660,6
6839,0000-0001-9412-1660,0000-0002-2461-8214,6
6840,0000-0003-1192-3647,0000-0002-8155-8537,7
6841,0000-0002-8155-8537,0000-0003-1192-3647,7
6842,0000-0003-1168-202X,0000-0002-4453-814X,16
6843,0000-0002-4453-814X,0000-0003-1168-202X,16
6844,0000-0002-2666-2147,0000-0002-0828-6176,4
6845,0000-0002-0828-6176,0000-0002-2666-2147,4
6846,0000-0001-5967-1501,0000-0002-6395-4499,8
6847,0000-0001-5967-1501,0000-0003-1376-8409,1
6848,0000-0001-5967-1501,0000-0003-4579-3959,1
6849,0000-0002-6395-4499,0000-0001-5967-1501,8
6850,0000-0002-6395-4499,0000-0003-1376-8409,1
6851,0000-0002-6395-4499,0000-0003-4579-3959,2
6852,0000-0003-1376-8409,0000-0001-5967-1501,1
6853,0000-0003-1376-8409,0000-0002-6395-4499,1
6854,0000-0003-1376-8409,0000-0003-4579-3959,1
6855,0000-0003-4579-3959,0000-0001-5967-1501,1
6856,0000-0003-4579-3959,0000-0002-6395-4499,2
6857,0000-0003-4579-3959,0000-0003-1376-8409,1
6858,0000-0002-8300-6533,0000-0001-7850-6309,30
6859,0000-0001-7850-6309,0000-0002-8300-6533,30
6860,0000-0001-5582-5446,0000-0002-6476-7206,1
6861,0000-0001-5582-5446,0000-0002-3943-8013,5
6862,0000-0002-6476-7206,0000-0001-5582-5446,1
6863,0000-0002-6476-7206,0000-0002-3943-8013,4
6864,0000-0002-3943-8013,0000-0001-5582-5446,5
6865,0000-0002-3943-8013,0000-0002-6476-7206,4
6866,0000-0002-4895-1812,0000-0003-4915-0715,1
6867,0000-0003-4915-0715,0000-0002-4895-1812,1
6868,0000-0002-0306-5577,0000-0002-4061-4563,1
6869,0000-0002-4061-4563,0000-0002-0306-5577,1
6870,0000-0003-1382-911X,0000-0003-4755-1670,1
6871,0000-0003-4755-1670,0000-0003-1382-911X,1
6872,0000-0002-6932-712X,0000-0001-6663-977X,1
6873,0000-0001-6663-977X,0000-0002-6932-712X,1
6874,0000-0002-8160-2446,0000-0003-0459-7716,26
6875,0000-0003-0459-7716,0000-0002-8160-2446,26
6876,0000-0002-3834-7398,0000-0003-1911-0501,4
6877,0000-0003-1911-0501,0000-0002-3834-7398,4
6878,0000-0002-2128-8264,0000-0001-7429-3879,1
6879,0000-0001-7429-3879,0000-0002-2128-8264,1
6880,0000-0003-1001-4265,0000-0003-1076-4779,1
6881,0000-0003-1076-4779,0000-0003-1001-4265,1
6882,0000-0001-9227-8234,0000-0003-1711-1930,5
6883,0000-0003-1711-1930,0000-0001-9227-8234,5
6884,0000-0002-4630-7345,0000-0002-7444-7601,10
6885,0000-0002-7444-7601,0000-0002-4630-7345,10
6886,0000-0001-5848-7673,0000-0002-0106-1150,1
6887,0000-0002-0106-1150,0000-0001-5848-7673,1
6888,0000-0003-2531-8413,0000-0002-8175-7069,1
6889,0000-0002-8175-7069,0000-0003-2531-8413,1
6890,0000-0002-9094-1677,0000-0001-5438-6808,1
6891,0000-0001-5438-6808,0000-0002-9094-1677,1
6892,0000-0003-1153-9928,0000-0003-3692-7169,5
6893,0000-0003-1153-9928,0000-0003-0542-2758,5
6894,0000-0003-3692-7169,0000-0003-1153-9928,5
6895,0000-0003-3692-7169,0000-0003-0542-2758,12
6896,0000-0003-0542-2758,0000-0003-1153-9928,5
6897,0000-0003-0542-2758,0000-0003-3692-7169,12
6898,0000-0003-2953-1721,0000-0002-9323-7140,1
6899,0000-0002-9323-7140,0000-0003-2953-1721,1
6900,0000-0002-3445-6327,0000-0001-6085-5527,1
6901,0000-0002-3445-6327,0000-0002-5628-5872,7
6902,0000-0001-6085-5527,0000-0002-3445-6327,1
6903,0000-0001-6085-5527,0000-0002-5628-5872,1
6904,0000-0002-5628-5872,0000-0002-3445-6327,7
6905,0000-0002-5628-5872,0000-0001-6085-5527,1
6906,0000-0002-1758-8205,0000-0002-7959-9225,3
6907,0000-0002-1758-8205,0000-0003-3566-9399,8
6908,0000-0002-7959-9225,0000-0002-1758-8205,3
6909,0000-0002-7959-9225,0000-0003-3566-9399,3
6910,0000-0003-3566-9399,0000-0002-1758-8205,8
6911,0000-0003-3566-9399,0000-0002-7959-9225,3
6912,0000-0002-7405-0487,0000-0001-7311-7072,14
6913,0000-0001-7311-7072,0000-0002-7405-0487,14
6914,0000-0002-1151-9778,0000-0001-7985-5658,2
6915,0000-0001-7985-5658,0000-0002-1151-9778,2
6916,0000-0002-0183-7000,0000-0002-2752-2584,5
6917,0000-0002-2752-2584,0000-0002-0183-7000,5
6918,0000-0003-4831-5039,0000-0002-3234-5762,7
6919,0000-0002-3234-5762,0000-0003-4831-5039,7
6920,0000-0001-5189-3695,0000-0002-3331-8766,5
6921,0000-0001-5189-3695,0000-0002-9142-7848,5
6922,0000-0001-5189-3695,0000-0003-4335-6034,6
6923,0000-0001-5189-3695,0000-0001-5705-2897,5
6924,0000-0001-5189-3695,0000-0001-7423-9864,5
6925,0000-0002-3331-8766,0000-0001-5189-3695,5
6926,0000-0002-3331-8766,0000-0002-9142-7848,5
6927,0000-0002-3331-8766,0000-0003-4335-6034,5
6928,0000-0002-3331-8766,0000-0001-5705-2897,5
6929,0000-0002-9142-7848,0000-0001-5189-3695,5
6930,0000-0002-9142-7848,0000-0002-3331-8766,5
6931,0000-0002-9142-7848,0000-0003-4335-6034,5
6932,0000-0002-9142-7848,0000-0001-5705-2897,5
6933,0000-0002-9142-7848,0000-0001-7423-9864,5
6934,0000-0003-4335-6034,0000-0001-5189-3695,6
6935,0000-0003-4335-6034,0000-0002-3331-8766,5
6936,0000-0003-4335-6034,0000-0002-9142-7848,5
6937,0000-0003-4335-6034,0000-0001-5705-2897,5
6938,0000-0003-4335-6034,0000-0001-7423-9864,5
6939,0000-0001-5705-2897,0000-0001-5189-3695,5
6940,0000-0001-5705-2897,0000-0002-3331-8766,5
6941,0000-0001-5705-2897,0000-0002-9142-7848,5
6942,0000-0001-5705-2897,0000-0003-4335-6034,5
6943,0000-0001-5705-2897,0000-0001-7423-9864,5
6944,0000-0001-7423-9864,0000-0001-5189-3695,5
6945,0000-0001-7423-9864,0000-0002-9142-7848,5
6946,0000-0001-7423-9864,0000-0003-4335-6034,5
6947,0000-0001-7423-9864,0000-0001-5705-2897,5
6948,0000-0003-1612-4211,0000-0002-4732-7305,1
6949,0000-0002-4732-7305,0000-0003-1612-4211,1
6950,0000-0002-4574-0841,0000-0002-7818-1396,5
6951,0000-0002-5635-1614,0000-0002-7818-1396,4
6952,0000-0002-7818-1396,0000-0002-4574-0841,5
6953,0000-0002-7818-1396,0000-0002-5635-1614,4
6954,0000-0001-8549-6903,0000-0001-6907-5068,3
6955,0000-0001-6907-5068,0000-0001-8549-6903,3
6956,0000-0001-6907-5068,0000-0002-3461-230X,2
6957,0000-0002-3461-230X,0000-0001-6907-5068,2
6958,0000-0002-6190-6688,0000-0002-9396-5607,1
6959,0000-0002-9396-5607,0000-0002-6190-6688,1
6960,0000-0002-7059-6407,0000-0002-3295-2984,6
6961,0000-0002-3295-2984,0000-0002-7059-6407,6
6962,0000-0002-6444-6584,0000-0002-1720-8209,14
6963,0000-0002-1720-8209,0000-0002-6444-6584,14
6964,0000-0002-1802-4217,0000-0002-4049-993X,19
6965,0000-0002-4049-993X,0000-0002-1802-4217,19
6966,0000-0002-1984-4575,0000-0002-7454-3011,4
6967,0000-0002-7454-3011,0000-0002-1984-4575,4
6968,0000-0003-0344-9690,0000-0002-0276-2899,1
6969,0000-0002-0276-2899,0000-0003-0344-9690,1
6970,0000-0002-6187-644X,0000-0002-3408-6274,1
6971,0000-0002-3408-6274,0000-0002-6187-644X,1
6972,0000-0002-7933-151X,0000-0001-6006-0740,1
6973,0000-0001-6006-0740,0000-0002-7933-151X,1
6974,0000-0002-0664-5964,0000-0001-9526-9878,6
6975,0000-0001-9526-9878,0000-0002-0664-5964,6
6976,0000-0001-5279-877X,0000-0002-8177-4926,1
6977,0000-0001-5279-877X,0000-0002-7035-7799,1
6978,0000-0001-5279-877X,0000-0001-6310-4956,1
6979,0000-0002-8177-4926,0000-0001-5279-877X,1
6980,0000-0002-8177-4926,0000-0002-7035-7799,1
6981,0000-0002-8177-4926,0000-0001-6310-4956,1
6982,0000-0002-7035-7799,0000-0001-5279-877X,1
6983,0000-0002-7035-7799,0000-0002-8177-4926,1
6984,0000-0002-7035-7799,0000-0001-6310-4956,9
6985,0000-0001-6310-4956,0000-0001-5279-877X,1
6986,0000-0001-6310-4956,0000-0002-8177-4926,1
6987,0000-0001-6310-4956,0000-0002-7035-7799,9
6988,0000-0002-5510-7767,0000-0002-2217-9676,1
6989,0000-0002-2217-9676,0000-0002-5510-7767,1
6990,0000-0003-4348-3930,0000-0002-6459-2928,1
6991,0000-0002-6459-2928,0000-0003-4348-3930,1
6992,0000-0002-7800-7419,0000-0002-7728-852X,24
6993,0000-0002-7800-7419,0000-0003-2613-3090,28
6994,0000-0002-7728-852X,0000-0002-7800-7419,24
6995,0000-0002-7728-852X,0000-0003-2613-3090,18
6996,0000-0003-2613-3090,0000-0002-7800-7419,28
6997,0000-0003-2613-3090,0000-0002-7728-852X,18
6998,0000-0003-1166-8033,0000-0002-2172-2198,1
6999,0000-0002-2172-2198,0000-0003-1166-8033,1
7000,0000-0003-4177-4590,0000-0002-2524-1420,1
7001,0000-0002-2524-1420,0000-0003-4177-4590,1
7002,0000-0002-3921-6357,0000-0001-9050-4170,3
7003,0000-0001-9050-4170,0000-0002-3921-6357,3
7004,0000-0003-2278-1816,0000-0001-5634-6543,6
7005,0000-0002-0192-901X,0000-0001-5634-6543,2
7006,0000-0001-5634-6543,0000-0003-2278-1816,6
7007,0000-0001-5634-6543,0000-0002-0192-901X,2
7008,0000-0001-7265-4036,0000-0001-7984-8909,1
7009,0000-0001-7265-4036,0000-0002-8594-9092,1
7010,0000-0001-7984-8909,0000-0001-7265-4036,1
7011,0000-0002-8594-9092,0000-0001-7265-4036,1
7012,0000-0002-5813-631X,0000-0002-4751-1831,1
7013,0000-0002-4751-1831,0000-0002-5813-631X,1
7014,0000-0002-5153-5625,0000-0003-2018-3476,2
7015,0000-0003-2018-3476,0000-0002-5153-5625,2
7016,0000-0002-5230-9718,0000-0003-0410-5814,2
7017,0000-0003-0410-5814,0000-0002-5230-9718,2
7018,0000-0002-4781-1375,0000-0002-1151-6227,1
7019,0000-0002-1151-6227,0000-0002-4781-1375,1
7020,0000-0002-1151-6227,0000-0001-5543-4859,1
7021,0000-0001-5543-4859,0000-0002-1151-6227,1
7022,0000-0001-6158-9320,0000-0002-0192-901X,15
7023,0000-0002-0192-901X,0000-0001-6158-9320,15
7024,0000-0003-2329-7890,0000-0002-1005-5801,2
7025,0000-0002-1005-5801,0000-0003-2329-7890,2
7026,0000-0003-0424-6676,0000-0002-2737-7970,1
7027,0000-0003-0424-6676,0000-0002-8755-1889,3
7028,0000-0002-2737-7970,0000-0003-0424-6676,1
7029,0000-0002-2737-7970,0000-0002-8755-1889,1
7030,0000-0002-8755-1889,0000-0003-0424-6676,3
7031,0000-0002-8755-1889,0000-0002-2737-7970,1
7032,0000-0003-3316-2527,0000-0003-2497-4080,1
7033,0000-0001-6471-3358,0000-0003-2497-4080,1
7034,0000-0001-6471-3358,0000-0002-8625-1200,5
7035,0000-0003-1395-9344,0000-0003-2497-4080,1
7036,0000-0003-1395-9344,0000-0002-8625-1200,8
7037,0000-0003-2497-4080,0000-0003-3316-2527,1
7038,0000-0003-2497-4080,0000-0001-6471-3358,1
