,codigo_autor,publicaciones_totales
15998,0000-0002-6980-0693,3
15999,0000-0001-6427-0825,1
16000,0000-0002-4951-2395,5
16001,0000-0003-3154-6690,19
16002,0000-0002-5193-9136,6
16003,0000-0003-0222-5177,1
16004,0000-0002-9330-389X,4
16005,0000-0002-3063-0607,4
16006,0000-0002-7891-8247,2
16007,0000-0002-6767-4355,6
16008,0000-0001-8536-6869,7
16009,0000-0001-9803-7407,2
16010,0000-0002-1487-6818,6
16011,0000-0002-4123-8758,3
16012,0000-0002-1364-4265,4
16013,0000-0002-6924-7226,3
16014,0000-0002-5621-4046,2
16015,0000-0002-2917-2119,11
16016,0000-0003-0348-5675,2
16017,0000-0002-9661-8344,3
16018,0000-0001-6134-6329,2
16019,0000-0002-4023-8051,5
16020,0000-0003-3824-0459,4
16021,0000-0003-0084-8856,8
16022,0000-0001-5232-1920,3
16023,0000-0003-1924-2862,3
16024,0000-0001-7014-7989,2
16025,0000-0001-9181-4373,3
16026,0000-0002-1227-029X,9
16027,0000-0001-9073-8516,2
16028,0000-0002-0064-2543,4
16029,0000-0001-9708-1043,4
16030,0000-0001-6105-0296,5
16031,0000-0002-2108-582X,7
16032,0000-0002-0741-907X,5
16033,0000-0003-4231-9776,4
16034,0000-0002-5376-9863,1
16035,0000-0003-2617-4263,1
16036,0000-0002-5288-3381,2
16037,0000-0002-4051-9945,1
16038,0000-0002-1484-0284,4
16039,0000-0003-3167-6495,2
16040,0000-0002-1641-1854,1
16041,0000-0003-4961-3847,2
16042,0000-0002-5760-9824,1
16043,0000-0003-4072-951X,2
16044,0000-0002-8488-2690,4
16045,0000-0002-3937-2763,5
16046,0000-0002-4616-2967,5
16047,0000-0001-7478-1194,5
16048,0000-0001-8371-2326,3
16049,0000-0003-0106-4172,2
16050,0000-0002-3072-657X,3
16051,0000-0002-8941-1222,5
16052,0000-0002-7761-9536,1
16053,0000-0002-1381-6557,3
16054,0000-0003-4574-4591,4
16055,0000-0002-5262-5999,1
16056,0000-0003-2856-4185,5
16057,0000-0002-8901-4198,14
16058,0000-0002-6180-7954,1
16059,0000-0003-0640-1297,1
16060,0000-0003-0703-8688,1
16061,0000-0003-3849-4408,1
16062,0000-0001-9642-7727,4
16063,0000-0001-9394-1552,2
16064,0000-0001-8598-2565,1
16065,0000-0002-8665-5280,3
16066,0000-0002-0427-5664,4
16067,0000-0001-8691-1400,7
16068,0000-0003-0671-6547,5
16069,0000-0002-3703-5667,1
16070,0000-0002-4129-133X,6
16071,0000-0002-8063-9001,2
16072,0000-0001-5656-7055,2
16073,0000-0002-7454-505X,7
16074,0000-0002-2672-618X,4
16075,0000-0001-9461-043X,2
16076,0000-0001-6231-5583,2
16077,0000-0003-1415-0088,1
16078,0000-0001-5385-9626,6
16079,0000-0002-1956-6229,4
16080,0000-0001-8128-8031,3
16081,0000-0002-4044-5720,1
16082,0000-0003-4415-5680,2
16083,0000-0002-4901-7546,2
16084,0000-0003-4016-9428,7
16085,0000-0002-5116-9856,5
16086,0000-0001-9969-6404,3
16087,0000-0003-2777-0833,2
16088,0000-0002-2934-5382,1
16089,0000-0002-8960-0728,6
16090,0000-0002-7963-553X,2
16091,0000-0001-7958-0244,4
16092,0000-0003-4975-9467,6
16093,0000-0003-0549-0646,1
16094,0000-0003-2990-6765,1
16095,0000-0002-6521-1330,1
16096,0000-0003-1302-1794,6
16097,0000-0002-9281-4209,2
16098,0000-0003-4949-9220,2
16099,0000-0003-4285-7179,2
16100,0000-0002-9504-0237,1
16101,0000-0002-3984-9576,4
16102,0000-0002-7651-3625,3
16103,0000-0002-0362-2396,1
16104,0000-0003-2627-1389,1
16105,0000-0002-1831-074X,5
16106,0000-0003-3185-1599,3
16107,0000-0002-9475-7674,2
16108,0000-0002-9901-1214,2
16109,0000-0002-0384-7317,1
16110,0000-0003-0302-7658,2
16111,0000-0003-2458-8147,9
16112,0000-0002-6828-1887,3
16113,0000-0002-1391-4130,2
16114,0000-0001-9437-9469,10
16115,0000-0002-3149-3931,2
16116,0000-0001-7300-3219,1
16117,0000-0003-0362-4196,2
16118,0000-0003-3019-1891,2
16119,0000-0003-1420-7291,9
16120,0000-0002-3542-7798,2
16121,0000-0002-4546-0962,7
16122,0000-0003-0854-497X,11
16123,0000-0001-9095-434X,5
16124,0000-0002-9290-1804,8
16125,0000-0002-4460-3853,1
16126,0000-0002-8072-4783,3
16127,0000-0002-3382-8184,8
16128,0000-0002-6712-752X,6
16129,0000-0002-0844-5245,2
16130,0000-0001-8989-6832,1
16131,0000-0002-3549-6232,1
16132,0000-0003-2287-0149,2
16133,0000-0002-9713-5416,1
16134,0000-0003-1573-1300,7
16135,0000-0002-0120-6890,7
16136,0000-0002-4191-6969,1
16137,0000-0001-6020-0678,1
16138,0000-0002-9743-9145,5
16139,0000-0001-9608-2343,1
16140,0000-0001-9713-9014,1
16141,0000-0002-9498-2214,3
16142,0000-0003-2717-3748,4
16143,0000-0001-6791-3080,3
16144,0000-0002-8804-4942,3
16145,0000-0002-3204-6930,1
16146,0000-0001-7682-2578,3
16147,0000-0002-8850-3272,3
16148,0000-0001-9745-4452,2
16149,0000-0001-7780-788X,4
16150,0000-0002-8273-3798,5
16151,0000-0002-5776-0444,1
16152,0000-0002-0998-4363,3
16153,0000-0003-3787-9576,2
16154,0000-0002-5389-9879,2
16155,0000-0002-0465-9393,1
16156,0000-0002-1552-1090,8
16157,0000-0002-5206-9304,1
16158,0000-0002-7602-6675,8
16159,0000-0003-2193-6484,1
16160,0000-0002-2546-0674,5
16161,0000-0002-2127-1235,1
16162,0000-0002-1078-9717,2
16163,0000-0001-6108-1340,6
16164,0000-0003-0993-3184,15
16165,0000-0002-2468-7359,5
16166,0000-0002-3823-4588,1
16167,0000-0002-5768-2781,6
16168,0000-0002-8559-8640,4
16169,0000-0002-3535-180X,4
16170,0000-0001-7767-5688,3
16171,0000-0001-8939-5149,3
16172,0000-0001-6708-3398,3
16173,0000-0001-7345-0529,4
16174,0000-0002-8949-1234,2
16175,0000-0002-0802-407X,3
16176,0000-0001-7640-7737,4
16177,0000-0001-7848-7021,1
16178,0000-0003-4685-1890,2
16179,0000-0002-9991-7833,4
16180,0000-0002-4501-2385,1
16181,0000-0001-8901-8191,1
16182,0000-0002-8228-5374,3
16183,0000-0001-6876-8903,3
16184,0000-0003-2044-156X,2
16185,0000-0002-8894-1395,2
16186,0000-0002-1809-9577,7
16187,0000-0002-9432-2590,1
16188,0000-0001-7099-2314,2
16189,0000-0002-1945-8236,2
16190,0000-0003-2657-3635,8
16191,0000-0002-1383-4907,4
16192,0000-0003-4964-7721,5
16193,0000-0003-2766-2816,7
16194,0000-0001-7257-9646,7
16195,0000-0001-8837-5218,1
16196,0000-0001-9079-2862,6
16197,0000-0001-5702-372X,7
16198,0000-0002-9440-9346,3
16199,0000-0003-3964-747X,2
16200,0000-0002-8812-2605,5
16201,0000-0001-9262-9137,2
16202,0000-0003-0840-1549,2
16203,0000-0002-0749-183X,2
16204,0000-0002-7740-4922,8
16205,0000-0002-7006-8516,2
16206,0000-0003-2982-5535,2
16207,0000-0003-0668-4661,1
16208,0000-0002-2925-9222,3
16209,0000-0002-7379-6789,11
16210,0000-0002-2426-3206,3
16211,0000-0002-5188-3830,7
16212,0000-0002-1454-3546,2
16213,0000-0001-7832-6156,10
16214,0000-0002-1367-0682,4
16215,0000-0002-6977-6363,2
16216,0000-0002-7658-8360,2
16217,0000-0003-1633-8295,2
16218,0000-0003-4675-6893,2
16219,0000-0003-4642-0492,4
16220,0000-0001-8573-8351,4
16221,0000-0003-0273-6284,2
16222,0000-0003-2397-402X,1
16223,0000-0002-1204-5551,1
16224,0000-0001-6925-8577,2
16225,0000-0002-5363-1944,2
16226,0000-0002-3198-1687,1
16227,0000-0003-4700-9515,1
16228,0000-0002-2063-8234,3
16229,0000-0002-1214-1965,6
16230,0000-0001-8895-7082,3
16231,0000-0003-2632-3935,1
16232,0000-0002-4774-7959,1
16233,0000-0003-4597-7395,5
16234,0000-0002-6189-6424,1
16235,0000-0003-4291-3601,2
16236,0000-0003-0670-3658,4
16237,0000-0002-3500-914X,2
16238,0000-0002-7480-3047,3
16239,0000-0002-2389-5922,5
16240,0000-0001-5421-3536,5
16241,0000-0003-1531-1525,2
16242,0000-0002-6670-2668,2
16243,0000-0002-8863-6438,3
16244,0000-0002-1706-4444,2
16245,0000-0003-4502-8237,4
16246,0000-0002-1115-9282,8
16247,0000-0001-7539-046X,3
16248,0000-0001-9369-7422,1
16249,0000-0003-3072-5240,2
16250,0000-0002-4683-3636,13
16251,0000-0002-3876-6488,8
16252,0000-0001-5586-8980,4
16253,0000-0003-4452-1011,6
16254,0000-0002-5224-5590,2
16255,0000-0001-5522-5686,9
16256,0000-0001-6122-5869,2
16257,0000-0002-1101-9562,2
16258,0000-0001-7248-4292,2
16259,0000-0002-1718-8906,2
16260,0000-0001-5526-8109,3
16261,0000-0002-5978-8774,4
16262,0000-0003-4050-058X,4
16263,0000-0002-6703-7575,1
16264,0000-0001-7884-1051,1
16265,0000-0001-5349-951X,7
16266,0000-0002-0434-3655,2
16267,0000-0003-1931-1071,2
16268,0000-0003-1280-6979,5
16269,0000-0002-7201-2399,3
16270,0000-0002-2882-2335,2
16271,0000-0003-4924-9053,7
16272,0000-0001-5575-2531,4
16273,0000-0002-2588-0425,4
16274,0000-0001-7630-8413,1
16275,0000-0003-1511-7052,3
16276,0000-0002-4410-2960,1
16277,0000-0001-5934-5853,2
16278,0000-0002-9125-0106,1
16279,0000-0003-1868-9750,2
16280,0000-0002-5913-3014,3
16281,0000-0002-5962-3152,3
16282,0000-0001-9384-4138,8
16283,0000-0001-9834-030X,3
16284,0000-0003-1098-6195,6
16285,0000-0003-0268-3610,5
16286,0000-0003-0989-5288,2
16287,0000-0003-3094-1488,3
16288,0000-0002-8738-2659,3
16289,0000-0002-7814-4675,2
16290,0000-0001-9642-4462,2
16291,0000-0001-7657-5685,9
16292,0000-0002-2513-027X,1
16293,0000-0002-5095-7260,1
16294,0000-0002-2760-0124,3
16295,0000-0003-4959-4527,2
16296,0000-0002-7090-8757,3
16297,0000-0003-4100-7826,2
16298,0000-0002-5069-1183,3
16299,0000-0001-9690-7683,2
16300,0000-0003-2242-7761,5
16301,0000-0003-4703-2088,4
16302,0000-0001-5491-7752,3
16303,0000-0001-5243-9259,6
16304,0000-0002-0929-7723,1
16305,0000-0002-7685-266X,1
16306,0000-0002-8192-3231,1
16307,0000-0002-9755-7993,2
16308,0000-0002-5833-9117,9
16309,0000-0003-0595-0657,1
16310,0000-0003-4473-1684,2
16311,0000-0003-4985-0447,1
16312,0000-0003-3031-2067,1
16313,0000-0003-4028-2869,3
16314,0000-0002-8039-7022,2
16315,0000-0003-3242-5524,5
16316,0000-0002-9957-1633,10
16317,0000-0003-1093-7166,1
16318,0000-0001-9190-8724,6
16319,0000-0001-7602-7195,1
16320,0000-0002-2316-1929,2
16321,0000-0002-2512-6721,5
16322,0000-0002-0074-3619,2
16323,0000-0003-1779-4524,10
16324,0000-0003-3661-6328,5
16325,0000-0001-9616-1551,3
16326,0000-0002-6071-422X,2
16327,0000-0002-0006-6769,2
16328,0000-0001-8178-8597,5
16329,0000-0002-5523-917X,3
16330,0000-0002-1720-8065,2
16331,0000-0002-3833-0537,3
16332,0000-0002-0670-6261,1
16333,0000-0002-8634-4781,7
16334,0000-0002-1877-5459,6
16335,0000-0001-8444-0553,1
16336,0000-0002-3141-6493,7
16337,0000-0002-1475-2778,2
16338,0000-0003-2383-4203,2
16339,0000-0001-8518-5371,2
16340,0000-0002-1956-8195,1
16341,0000-0001-5869-201X,7
16342,0000-0002-6932-9344,1
16343,0000-0001-5921-6891,3
16344,0000-0002-7905-4938,2
16345,0000-0003-3442-4103,2
16346,0000-0002-2001-0746,1
16347,0000-0001-5396-5429,8
16348,0000-0001-5374-7464,2
16349,0000-0002-5799-3977,5
16350,0000-0002-0355-9542,1
16351,0000-0002-0890-6232,1
16352,0000-0002-6078-0171,2
16353,0000-0003-3617-4849,6
16354,0000-0001-8027-755X,1
16355,0000-0002-3670-4849,3
16356,0000-0001-8650-9219,3
16357,0000-0003-1747-0431,1
16358,0000-0002-9993-8239,1
16359,0000-0001-8560-2745,1
16360,0000-0002-6701-1535,3
16361,0000-0002-0714-3472,2
16362,0000-0003-0626-5555,5
16363,0000-0001-8249-0549,2
16364,0000-0002-9202-0265,2
16365,0000-0003-2314-590X,6
16366,0000-0003-2441-9984,3
16367,0000-0003-0485-7872,4
16368,0000-0002-5097-6605,2
16369,0000-0002-4939-7008,6
16370,0000-0002-0744-0135,2
16371,0000-0002-7774-402X,9
16372,0000-0002-5339-8281,1
16373,0000-0002-4755-5009,2
16374,0000-0002-1571-0801,1
16375,0000-0003-4533-8307,1
16376,0000-0003-3227-8421,3
16377,0000-0002-7814-3867,2
16378,0000-0003-3639-6847,5
16379,0000-0002-0438-5003,3
16380,0000-0002-9441-1489,2
16381,0000-0001-9477-3677,3
16382,0000-0003-3031-3422,3
16383,0000-0002-2481-0978,2
16384,0000-0002-5756-2552,3
16385,0000-0002-6989-3375,1
16386,0000-0002-1921-2164,6
16387,0000-0003-4731-1546,1
16388,0000-0003-2959-7472,2
16389,0000-0003-1217-537X,2
16390,0000-0001-8735-0983,1
16391,0000-0001-7140-7850,8
16392,0000-0003-2405-5842,1
16393,0000-0002-8337-2824,2
16394,0000-0002-6606-4408,1
16395,0000-0001-5870-8843,11
16396,0000-0001-5565-5547,1
16397,0000-0001-5464-1952,4
16398,0000-0003-0150-7412,3
16399,0000-0002-1134-7849,3
16400,0000-0002-7355-7534,1
16401,0000-0002-2438-5924,1
16402,0000-0001-9174-3667,7
16403,0000-0002-8251-1730,2
16404,0000-0003-1326-2205,5
16405,0000-0002-7995-6261,2
16406,0000-0002-1253-2536,2
16407,0000-0001-5008-5493,3
16408,0000-0002-2176-2325,5
16409,0000-0002-5152-0108,7
16410,0000-0002-4574-5650,1
16411,0000-0002-6908-7015,2
16412,0000-0003-1286-4474,7
16413,0000-0001-8190-7031,5
16414,0000-0003-4839-4785,2
16415,0000-0002-4534-5526,2
16416,0000-0003-4632-0301,3
16417,0000-0003-4949-5668,3
16418,0000-0003-0350-5541,3
16419,0000-0002-3591-1571,2
16420,0000-0002-7353-747X,1
16421,0000-0002-3376-2058,2
16422,0000-0002-9582-9799,17
16423,0000-0003-0773-2100,4
16424,0000-0003-1311-7008,4
16425,0000-0001-5198-751X,4
16426,0000-0003-3566-1979,3
16427,0000-0003-1444-0261,3
16428,0000-0002-3739-9161,2
16429,0000-0001-6549-3318,1
16430,0000-0001-7655-944X,3
16431,0000-0003-4697-5156,2
16432,0000-0002-3550-1812,2
16433,0000-0002-9210-4792,1
16434,0000-0002-4037-6067,6
16435,0000-0001-9812-5837,5
16436,0000-0002-8520-316X,4
16437,0000-0002-1566-0971,1
16438,0000-0002-0802-2349,1
16439,0000-0003-2898-1771,3
16440,0000-0001-5951-3116,10
16441,0000-0003-0370-3150,1
16442,0000-0002-4547-0132,6
16443,0000-0002-5764-6721,4
16444,0000-0002-3711-3936,4
16445,0000-0001-5257-037X,1
16446,0000-0002-1559-3238,2
16447,0000-0002-0019-5106,1
16448,0000-0002-2374-1528,2
16449,0000-0003-2631-4481,4
16450,0000-0003-1186-1458,2
16451,0000-0002-2945-4685,2
16452,0000-0002-5061-361X,1
16453,0000-0003-1613-3791,2
16454,0000-0002-7298-0736,8
16455,0000-0002-4570-0364,1
16456,0000-0003-3942-9835,2
16457,0000-0002-3162-6749,2
16458,0000-0002-3429-1876,4
16459,0000-0002-9208-7734,1
16460,0000-0001-6775-9546,5
16461,0000-0002-4309-476X,3
16462,0000-0003-2315-0477,3
16463,0000-0002-7763-9836,2
16464,0000-0002-7458-1472,3
16465,0000-0002-1439-5061,4
16466,0000-0002-3675-6294,3
16467,0000-0001-5743-0333,1
16468,0000-0002-1918-5186,5
16469,0000-0001-7886-7008,2
16470,0000-0002-7411-1200,2
16471,0000-0002-4157-1497,5
16472,0000-0003-2714-0989,3
16473,0000-0003-2045-8329,1
16474,0000-0001-9141-4038,8
16475,0000-0002-5933-9952,9
16476,0000-0002-6908-1828,2
16477,0000-0002-7373-6663,3
16478,0000-0002-4332-1993,2
16479,0000-0001-7349-9154,2
16480,0000-0001-8751-0449,1
16481,0000-0002-5196-9589,1
16482,0000-0002-4120-9316,2
16483,0000-0003-4925-6923,1
16484,0000-0003-1195-8153,1
16485,0000-0003-4312-2836,3
16486,0000-0001-5085-3739,2
16487,0000-0002-2223-2553,2
16488,0000-0002-2203-2076,2
16489,0000-0002-4153-5875,1
16490,0000-0003-4492-3344,1
16491,0000-0002-2008-3347,1
16492,0000-0003-4434-561X,2
16493,0000-0001-8325-1128,1
16494,0000-0001-7234-1435,2
16495,0000-0003-3609-833X,2
16496,0000-0001-8094-3006,6
16497,0000-0003-2775-610X,2
16498,0000-0002-6479-8184,7
16499,0000-0001-8346-6196,2
16500,0000-0002-1646-4139,1
16501,0000-0002-5372-9343,2
16502,0000-0002-9086-8051,4
16503,0000-0003-4469-2929,2
16504,0000-0003-3362-7806,3
16505,0000-0001-9161-1517,1
16506,0000-0002-5331-1852,1
16507,0000-0002-1935-5982,3
16508,0000-0003-3365-9437,3
16509,0000-0002-3727-1395,2
16510,0000-0002-0581-7808,1
16511,0000-0002-7106-5229,1
16512,0000-0002-4333-2510,1
16513,0000-0001-8433-446X,2
16514,0000-0002-3678-0657,1
16515,0000-0003-4235-1821,3
16516,0000-0001-9246-7190,6
16517,0000-0002-8801-9245,5
16518,0000-0003-0693-1415,8
16519,0000-0002-8417-642X,2
16520,0000-0002-3125-1406,2
16521,0000-0002-3579-3608,5
16522,0000-0001-8738-0920,1
16523,0000-0002-5941-2806,8
16524,0000-0002-5051-5382,2
16525,0000-0002-8700-6661,1
16526,0000-0003-4571-0500,3
16527,0000-0002-2767-9354,2
16528,0000-0001-7979-1471,2
16529,0000-0002-6014-1863,1
16530,0000-0003-0125-9156,4
16531,0000-0002-3563-7509,1
16532,0000-0001-6983-6250,2
16533,0000-0002-1290-2197,3
16534,0000-0002-0472-6138,2
16535,0000-0001-6983-6525,3
16536,0000-0002-3085-8767,1
16537,0000-0002-3452-9565,2
16538,0000-0003-2968-9182,3
16539,0000-0001-9153-6684,1
16540,0000-0001-9790-3625,6
16541,0000-0003-1916-3929,2
16542,0000-0002-7339-1036,2
16543,0000-0002-8700-9002,3
16544,0000-0003-0366-8201,1
16545,0000-0002-4341-2713,5
16546,0000-0002-8321-5634,2
16547,0000-0001-6887-7237,1
16548,0000-0003-2609-1820,3
16549,0000-0003-2760-9249,4
16550,0000-0002-1039-2613,4
16551,0000-0002-2441-2486,3
16552,0000-0002-8215-9327,6
16553,0000-0003-0517-4803,3
16554,0000-0002-0069-3420,1
16555,0000-0003-3323-114X,1
16556,0000-0002-2917-5889,6
16557,0000-0002-9350-7307,1
16558,0000-0002-0367-6423,2
16559,0000-0002-8323-5416,4
16560,0000-0002-3990-7043,2
16561,0000-0001-5166-0605,4
16562,0000-0002-6472-4767,1
16563,0000-0002-3823-5898,1
16564,0000-0001-9818-4853,1
16565,0000-0001-9316-9275,7
16566,0000-0001-7179-9428,7
16567,0000-0002-4621-8895,1
16568,0000-0002-8473-7012,2
16569,0000-0002-7351-8922,8
16570,0000-0002-2530-3708,2
16571,0000-0002-5522-7339,1
16572,0000-0002-9861-6852,1
16573,0000-0002-1713-6006,3
16574,0000-0001-6200-5681,2
16575,0000-0003-1428-0691,5
16576,0000-0001-9108-151X,1
16577,0000-0002-5366-8501,3
16578,0000-0001-5353-8179,2
16579,0000-0002-5325-0746,2
16580,0000-0001-7607-8224,3
16581,0000-0001-8826-8164,2
16582,0000-0003-4345-3213,1
16583,0000-0002-9532-8484,4
16584,0000-0002-5187-7027,2
16585,0000-0002-0159-1768,2
16586,0000-0002-8761-5934,6
16587,0000-0002-5101-4010,2
16588,0000-0003-2112-7601,4
16589,0000-0002-4106-0128,1
16590,0000-0003-3492-6402,3
16591,0000-0001-6754-6145,6
16592,0000-0001-6055-6244,3
16593,0000-0002-0139-0966,1
16594,0000-0001-9670-9433,1
16595,0000-0001-8000-3997,1
16596,0000-0002-6309-5532,2
16597,0000-0002-3015-9368,1
16598,0000-0003-3664-314X,4
16599,0000-0002-7988-9951,4
16600,0000-0003-3337-049X,2
16601,0000-0001-6735-6675,3
16602,0000-0003-0597-4456,1
16603,0000-0002-1500-2434,1
16604,0000-0002-7966-981X,3
16605,0000-0002-8728-6616,1
16606,0000-0001-9470-2369,1
16607,0000-0002-1800-6094,1
16608,0000-0001-6156-6516,2
16609,0000-0002-2878-2425,2
16610,0000-0001-7775-8272,3
16611,0000-0002-1924-3710,3
16612,0000-0002-5983-5307,4
16613,0000-0002-3406-3291,3
16614,0000-0002-7293-182X,5
16615,0000-0002-8939-8945,5
16616,0000-0002-5933-094X,3
16617,0000-0002-8072-7343,3
16618,0000-0003-2213-6585,2
16619,0000-0002-4784-7423,9
16620,0000-0002-2909-0906,1
16621,0000-0002-8414-6933,2
16622,0000-0001-9198-2828,5
16623,0000-0001-5953-2907,1
16624,0000-0003-3185-0799,3
16625,0000-0002-9767-8912,4
16626,0000-0003-3344-6036,3
16627,0000-0001-6620-5365,2
16628,0000-0002-9833-2518,4
16629,0000-0001-6640-0718,1
16630,0000-0001-8387-1319,2
16631,0000-0002-6290-3497,3
16632,0000-0002-9185-6108,3
16633,0000-0003-1721-4868,4
16634,0000-0001-7798-8158,5
16635,0000-0003-2143-6068,2
16636,0000-0002-4273-4577,4
16637,0000-0002-7640-4701,1
16638,0000-0001-7637-914X,2
16639,0000-0002-8042-0333,1
16640,0000-0003-2230-2811,2
16641,0000-0002-5956-9790,2
16642,0000-0002-9482-1066,2
16643,0000-0002-0911-4907,1
16644,0000-0002-9253-248X,3
16645,0000-0001-6877-2785,3
16646,0000-0002-0515-7483,2
16647,0000-0001-7050-0025,1
16648,0000-0001-6484-1173,6
16649,0000-0001-8499-0395,4
16650,0000-0002-7597-4497,5
16651,0000-0003-0491-5489,1
16652,0000-0003-0976-3285,1
16653,0000-0002-6298-7942,4
16654,0000-0002-8078-6802,1
16655,0000-0002-1330-9125,3
16656,0000-0003-0608-8755,3
16657,0000-0002-8916-7303,3
16658,0000-0001-5379-5255,2
16659,0000-0001-8146-7056,4
16660,0000-0002-4136-4500,2
16661,0000-0002-1576-5204,2
16662,0000-0003-4648-3573,6
16663,0000-0003-0767-721X,1
16664,0000-0001-5022-5361,1
16665,0000-0002-6266-2136,6
16666,0000-0003-2778-4194,2
16667,0000-0002-7877-7819,2
16668,0000-0003-2361-4390,3
16669,0000-0001-6832-9599,6
16670,0000-0003-2259-1094,4
16671,0000-0002-9704-9868,2
16672,0000-0001-5575-4262,1
16673,0000-0002-4592-2290,1
16674,0000-0001-9023-5986,1
16675,0000-0002-7516-4670,2
16676,0000-0001-6023-7809,4
16677,0000-0002-5446-0331,2
16678,0000-0001-5019-1712,2
16679,0000-0002-9307-0344,5
16680,0000-0002-5987-1375,3
16681,0000-0003-2538-8374,3
16682,0000-0001-9442-6923,3
16683,0000-0001-6777-4463,3
16684,0000-0002-6862-6443,1
16685,0000-0001-9145-6991,1
16686,0000-0003-2365-1175,3
16687,0000-0003-4053-1191,6
16688,0000-0002-5235-4586,2
16689,0000-0003-3285-8485,2
16690,0000-0002-4375-8095,3
16691,0000-0003-1854-1924,4
16692,0000-0002-3929-5390,1
16693,0000-0001-6849-798X,7
16694,0000-0001-5375-1594,1
16695,0000-0001-8278-4467,1
16696,0000-0001-6733-3916,1
16697,0000-0001-9813-9120,3
16698,0000-0002-2067-864X,1
16699,0000-0002-4880-4935,2
16700,0000-0002-0184-8949,2
16701,0000-0001-7811-5391,8
16702,0000-0002-9374-7570,3
16703,0000-0002-0710-668X,2
16704,0000-0002-0464-5549,2
16705,0000-0001-6427-9491,2
16706,0000-0002-2667-1983,1
16707,0000-0001-6871-6097,1
16708,0000-0001-5122-2330,2
16709,0000-0002-7235-1710,3
16710,0000-0001-9626-2336,4
16711,0000-0003-2334-3578,1
16712,0000-0002-7989-4304,3
16713,0000-0002-5508-1480,1
16714,0000-0002-0467-1325,2
16715,0000-0002-7317-1578,7
16716,0000-0003-1569-8088,2
16717,0000-0002-3316-8008,3
16718,0000-0002-5172-3263,3
16719,0000-0003-1402-5359,3
16720,0000-0002-5658-0951,3
16721,0000-0002-4939-6048,4
16722,0000-0002-7484-7613,1
16723,0000-0002-7004-5410,1
16724,0000-0001-8808-5210,8
16725,0000-0002-7998-4131,2
16726,0000-0003-4826-8041,3
16727,0000-0003-2583-563X,4
16728,0000-0001-5204-5460,4
16729,0000-0003-4899-1125,4
16730,0000-0002-6200-1397,1
16731,0000-0001-8401-0545,1
16732,0000-0002-9343-278X,3
16733,0000-0002-2812-8255,3
16734,0000-0003-4186-6065,1
16735,0000-0002-9452-2111,1
16736,0000-0003-0440-6836,5
16737,0000-0002-7462-9173,2
16738,0000-0002-7563-9795,6
16739,0000-0002-0224-7141,1
16740,0000-0002-9705-4528,2
16741,0000-0002-8296-4078,4
16742,0000-0002-4888-5579,11
16743,0000-0002-1565-6171,2
16744,0000-0001-7786-1878,6
16745,0000-0001-5991-0584,1
16746,0000-0003-0519-7087,2
16747,0000-0001-8093-1750,1
16748,0000-0003-0353-3892,5
16749,0000-0002-0891-3336,1
16750,0000-0001-6141-7027,5
16751,0000-0002-1081-9840,1
16752,0000-0002-9953-7144,5
16753,0000-0001-9294-1227,2
16754,0000-0001-9814-689X,2
16755,0000-0001-6513-565X,8
16756,0000-0002-7324-5880,3
16757,0000-0002-4404-9813,1
16758,0000-0002-7149-1690,4
16759,0000-0002-5741-4023,2
16760,0000-0001-7182-075X,3
16761,0000-0002-7549-0644,1
16762,0000-0003-1810-3000,1
16763,0000-0002-9400-1500,1
16764,0000-0001-9755-3565,1
16765,0000-0003-1377-9183,1
16766,0000-0002-0421-8934,1
16767,0000-0002-7127-8865,2
16768,0000-0003-1098-6419,1
16769,0000-0002-6057-2575,5
16770,0000-0002-4035-0692,1
16771,0000-0003-0205-7353,1
16772,0000-0001-5909-4847,4
16773,0000-0001-6373-0500,2
16774,0000-0001-6709-1347,1
16775,0000-0002-1416-1476,1
16776,0000-0001-8027-3508,3
16777,0000-0002-8576-0978,4
16778,0000-0003-3467-9202,3
16779,0000-0002-4884-7820,1
16780,0000-0002-9472-0097,1
